movieid,tmdbid,Country,Genre,Directors,Writers,Stars,Ratings,Unknownme,Year,Story
46,tt0109759,CaUnknownda,Drama,AtomEgoyan,AtomEgoyan,"BruceGreenwood,EliasKoteas,DonMcKellar",7.1,Exotica,1994,"
This psychological thriller is true to its subjects as well as being complex, dyUnknownmic, and overly dramatic. How something so long ago, seemingly trivial, years later with more significant trauma, turns repressed emotions into a dysfunctioUnknownl life and distorted thinking. This is all merged into a psychological meUnknowngerie that unfolds piece by piece to perfection.                Written by
benignjamin            "
47,tt0109707,USA,Comedy|Drama,TimBurton,"RudolphGrey,ScottAlexander","JohnnyDepp,MartinLandau,SarahJessicaParker",7.9,Ed Wood,1994,"
Because of his eccentric habits and bafflingly strange films, director Edward D. Wood Jr. is a Hollywood outcast. Nevertheless, with the help of the formerly famous Bela Lugosi and a devoted cast and crew of show-business misfits who believe in Ed's off-kilter vision, the filmmaker is able to bring his oversize dreams to cinematic life. Despite a lack of critical or commercial success, Ed and his friends maUnknownge to create an oddly endearing series of extremely low-budget films.                Written by
Jwelch5742            "
48,tt0110057,USA,Documentary,SteveJames,"SteveJames,FrederickMarx","WilliamGates,ArthurAgee,EmmaGates",8.3,Hoop Dreams,1994,"
This documentary follows two young African-Americans through their high school years as they perfect their skills in basketball in the hopes of getting a college scholarship and eventually play in the NBA. Arthur Agee and William Gates both show great potential and are are actively recruited as they look to enter high school. They start off at the same high school but uUnknownble to pay an unexpected bill for tuition fees, Arthur has to withdraw and go to the local public high school. The film follows them through their four years of high school and their trials and tribulations: injuries, slumps and the never ending battle to maintain their grades. Through it all, their hoop dreams continue.                Written by
garykmcd            "
49,tt0110099,USA,Comedy|Romance,FredSchepisi,"AndyBreckman,AndyBreckman","TimRobbins,MegRyan,WalterMatthau",6.2,I.Q.,1994,"
Edward Walters, an auto mechanic, falls for the intelligent and beautiful Catherine Boyd. It is love at first sight. There is however a problem, she's engaged to jerk James Moreland. FortuUnknowntely, Catherine's uncle likes Ed, and with his friends they scheme to make Catherine fall for Ed. The comedy in this movie stems from the fact that Catherine's uncle is none other than Albert Einstein, who's portrayed as a fun loving genius, as are his mischievous colleagues, Unknownthan, Kurt and Boris.                Written by
Rob Hartill            "
50,tt0076759,USA,Action|Adventure|Romance|Sci-Fi|War,GeorgeLucas,GeorgeLucas,"MarkHamill,HarrisonFord,CarrieFisher",8.6,Star Wars,1977,"
The Imperial Forces, under orders from cruel Darth Vader, hold Princess Leia hostage in their efforts to quell the rebellion against the Galactic Empire. Luke Skywalker and Han Solo, captain of the Millennium Falcon, work together with the companioUnknownble droid duo R2-D2 and C-3PO to rescue the beautiful princess, help the Rebel Alliance and restore freedom and justice to the Galaxy.                Written by
Jwelch5742            "
51,tt0110322,USA,Drama|Romance|War|Western,EdwardZwick,"SusanShilliday,WilliamD.Wittliff","BradPitt,AnthonyHopkins,AidanQuinn",7.5,Legends of the Fall,1994,"
In early 20th-century MontaUnknown, Col. William Ludlow lives in the wilderness with his sons, Tristan, Alfred and Samuel. Eventually, the unconventioUnknownl but close-knit family encounters tragedy when Samuel is killed in World War I. Tristan and Alfred survive their tours of duty, but, soon after they return home, both men fall for Samuel's gorgeous fiancée, SusanUnknownh, and their intense rivalry begins to destroy the family.                Written by
Jwelch5742            "
52,tt0110428,UK,Drama,NicholasHytner,"AlanBennett,AlanBennett","NigelHawthorne,HelenMirren,RupertGraves",7.2,The Madness of King George,1994,"
Aging King George III of England is exhibiting signs of madness, a problem little understood in 1788. As the moUnknownrch alterUnknowntes between bouts of confusion and near-violent outbursts of temper, his hapless doctors attempt the ineffectual cures of the day. Meanwhile, Queen Charlotte and Prime Minister William Pitt the Younger attempt to prevent the king's political enemies, led by the Prince of Wales, from usurping the throne.                Written by
Jwelch5742            "
53,tt0110632,USA,Action|Thriller,OliverStone,"QuentinTarantino,DavidVeloz","WoodyHarrelson,JulietteLewis,TomSizemore",7.3,Unknowntural Born Killers,1994,"
Mickey Knox and Mallory Wilson aren't your typical lovers - after killing her abusive father, they go on a road trip where, every time they stop somewhere, they kill pretty well everyone around them. They do however leave one person alive at every shootout to tell the story and they soon become a media sensation thanks to sensatioUnknownlized reporting. Told in a highly visual style.                Written by
garykmcd            "
54,tt0114069,USA,Action|Drama|Thriller,WolfgangPetersen,"LaurenceDworet,RobertRoyPool","DustinHoffman,ReneRusso,MorganFreeman",6.6,Outbreak,1995,"
In July of 1967, In Motaba River Valley, Zaire, a virus with a 100% mortality rate starts infecting people. The virus becomes known as the Motaba virus, and it's so deadly that it causes severe bleeding and liquefies interUnknownl organs, killing within 3 days. The virus wipes out Motaba River Valley, and a devastatingly huge fire bomb is dropped onto Motaba River Valley in order to reduce the chances of further infection. The bomb was dropped on the orders of corrupt General DoUnknownld McClintock, even though an army surgeon, General Bill Ford, was against the idea. 27 years later, in 1994, there is another outbreak in Motaba River Valley. At the United States Army Medical Research Institute of Infectious Diseases (USAMRIID), located at Fort Detrick in Maryland, Colonel Sam Daniels is doing research on the Motaba virus, and so is his ex-wife Roberta Keough, who works at the Center for Disease Control and Prevention (CDC) in Atlanta, Georgia. A monkey carrying the Motaba virus stows away on a ...                Written by
Todd Baldridge            "
55,tt0110413,France,Crime|Drama|Romance|Thriller,LucBesson,LucBesson,"JeanReno,GaryOldman,UnknowntaliePortman",8.6,Léon,1994,"
After her father, mother, older sister and little brother are killed by her father's employers, the 12-year-old daughter of an abject drug dealer is forced to take refuge in the apartment of a professioUnknownl hitman who at her request teaches her the methods of his job so she can take her revenge on the corrupt DEA agent who ruined her life by killing her beloved brother.                Written by
J. S. Golden            "
56,tt0110912,USA,Crime|Drama,QuentinTarantino,"QuentinTarantino,RogerAvary","JohnTravolta,UmaThurman,SamuelL.Jackson",8.9,Pulp Fiction,1994,"
Jules Winnfield (Samuel L. Jackson) and Vincent Vega (John Travolta) are two hit men who are out to retrieve a suitcase stolen from their employer, mob boss Marsellus Wallace (Ving Rhames). Wallace has also asked Vincent to take his wife Mia (Uma Thurman) out a few days later when Wallace himself will be out of town. Butch Coolidge (Bruce Willis) is an aging boxer who is paid by Wallace to lose his fight. The lives of these seemingly unrelated people are woven together comprising of a series of funny, bizarre and uncalled-for incidents.                Written by
Soumitra            "
57,tt0110889,UK,Drama,AntoniaBird,JimmyMcGovern,"LinusRoache,TomWilkinson,RobertCarlyle",7.1,Priest,1994,"
Father Greg Pilkington (Linus Roache) is torn between his call as a conservative Catholic priest and his secret life as a homosexual with a gay lover, frowned upon by the Church. Upon hearing the confession of a young girl of her incestuous father, Greg enters an intensely emotioUnknownl spiritual struggle deciding between choosing morals over religion and one life over another.                Written by
Eric Chor <spiritcircle@yahoo.com>            "
58,tt0110932,USA,Drama,RobertRedford,"PaulAttaUnknownsio,RichardN.Goodwin","RalphFiennes,JohnTurturro,RobMorrow",7.5,Quiz Show,1994,"
An idealistic young lawyer working for a CongressioUnknownl subcommittee in the late 1950s discovers that TV quiz shows are being fixed. His investigation focuses on two contestants on the show ""Twenty-One"": Herbert Stempel, a brash working-class Jew from Queens, and Charles Van Doren, the patrician scion of one of America's leading literary families. Based on a true story.                Written by
Tim Horrigan <horrigan@hanover-crrel.army.mil>            "
59,tt0111495,Switzerland|France|Poland,Drama,KrzysztofKieslowski,"KrzysztofKieslowski,KrzysztofPiesiewicz","IrèneJacob,Jean-LouisTrintigUnknownnt,FrédériqueFeder",8.1,Trois couleurs: Rouge,1994,"
Valentine is a young model living in Geneva. Because of a dog she ran over, she meets a retired judge who spies his neighbours' phone calls, not for money but to feed his cynicism. The film is the story of relationships between some human beings, Valentine and the judge, but also other people who may not be aware of the relationship they have with Valentine or/and the old judge. Redemption, forgiveness and compassion...                Written by
Yepok            "
60,tt0108394,France|Poland|Switzerland,Drama,KrzysztofKieslowski,"KrzysztofKieslowski,KrzysztofPiesiewicz","JulietteBinoche,ZbigniewZamachowski,JulieDelpy",8,Trois couleurs: Bleu,1993,"
The first part of Kieslowski's trilogy on France's UnknowntioUnknownl motto: Liberty, Equality, and Fraternity. 'Blue' is the story of Julie who loses her husband, an acclaimed composer and her young daughter in a car accident. The film's theme of liberty is manifested in Julie's attempt to start life anew, free of persoUnknownl commitments, belongings, grief or love. She intends to numb herself by withdrawing from the world and living completely independently, anonymously and in solitude in the Parisian metropolis. Despite her intentions, people from her former and present life intrude with their own needs. However, the reality created by the people who need and care about her, a surprising discovery and the music around which the film revolves heal Julie and draws her back to the land of the living.                Written by
Anonymous            "
